t_start_s,t_end_s,duration_s,energy_nJ,event_label
15.16934,15.17078,0.001440000000000552,5582.027593629627,bench_jmp_symbolic
15.37144,15.37286,0.0014199999999995327,5492.495456708382,bench_jmp_symbolic
15.57352,15.57494,0.0014199999999995327,5495.238984001909,bench_jmp_symbolic
15.77562,15.77704,0.0014199999999995327,5477.154671678329,bench_jmp_symbolic
15.9777,15.97914,0.0014399999999987756,5572.999166320107,bench_jmp_symbolic
16.1798,16.18122,0.0014199999999995327,5490.872841326597,bench_jmp_symbolic
16.38188,16.38332,0.0014400000000023283,5565.538327218039,bench_jmp_symbolic
16.58398,16.5854,0.0014199999999995327,5489.40131207759,bench_jmp_symbolic
16.78608,16.7875,0.0014200000000030855,5496.7905860505725,bench_jmp_symbolic
16.98816,16.9896,0.0014399999999987756,5566.781170196011,bench_jmp_symbolic
17.19026,17.19168,0.0014200000000030855,5485.934482433144,bench_jmp_symbolic
17.39234,17.39378,0.0014399999999987756,5565.10833091597,bench_jmp_symbolic
17.59444,17.595860000000002,0.0014200000000030855,5491.786305804084,bench_jmp_symbolic
17.79652,17.79796,0.0014399999999987756,5558.878511651809,bench_jmp_symbolic
17.99862,18.00004,0.0014199999999995327,5493.038049896766,bench_jmp_symbolic
18.2007,18.20214,0.0014399999999987756,5547.6670502641955,bench_jmp_symbolic
18.4028,18.40422,0.0014199999999995327,5488.871831910223,bench_jmp_symbolic
18.6049,18.60632,0.0014199999999995327,5508.461925199492,bench_jmp_symbolic
18.80698,18.80842,0.0014400000000023283,5575.44927579276,bench_jmp_symbolic
19.00908,19.0105,0.0014199999999995327,5487.3489215955,bench_jmp_symbolic
19.21116,19.2126,0.0014399999999987756,5559.485978441968,bench_jmp_symbolic
19.41326,19.41468,0.0014199999999995327,5494.207402224084,bench_jmp_symbolic
19.61536,19.61678,0.0014199999999995327,5510.912488678195,bench_jmp_symbolic
19.81744,19.81888,0.0014399999999987756,5565.690863873414,bench_jmp_symbolic
20.01954,20.02096,0.0014199999999995327,5500.531205905313,bench_jmp_symbolic
20.22164,20.22306,0.0014199999999995327,5493.6049249938715,bench_jmp_symbolic
20.42372,20.42514,0.0014199999999995327,5489.263713823369,bench_jmp_symbolic
20.62582,20.62724,0.0014199999999995327,5489.020147359263,bench_jmp_symbolic
20.8279,20.82934,0.0014399999999987756,5561.023741024189,bench_jmp_symbolic
21.03,21.03144,0.0014399999999987756,5566.240441981082,bench_jmp_symbolic
21.2321,21.23352,0.0014199999999995327,5407.8199248739165,bench_jge_symbolic
21.43418,21.4356,0.0014199999999995327,5399.280386044304,bench_jge_symbolic
21.63628,21.6377,0.0014199999999995327,5407.440394626693,bench_jge_symbolic
21.83836,21.83978,0.0014199999999995327,5396.445416844077,bench_jge_symbolic
22.04046,22.04188,0.0014199999999995327,5403.814082963241,bench_jge_symbolic
22.24254,22.24396,0.0014199999999995327,5401.0711773286785,bench_jge_symbolic
22.44464,22.44606,0.0014199999999995327,5413.504822643341,bench_jge_symbolic
22.64672,22.64814,0.0014200000000030855,5400.327385879881,bench_jge_symbolic
22.84882,22.85024,0.0014199999999995327,5407.29283820642,bench_jge_symbolic
23.0509,23.05234,0.0014400000000023283,5474.1934081621075,bench_jge_symbolic
23.253,23.25442,0.0014199999999995327,5382.149587383611,bench_jge_symbolic
23.4551,23.45652,0.0014199999999995327,5398.834624792044,bench_jge_symbolic
23.65718,23.65862,0.0014399999999987756,5473.820853508236,bench_jge_symbolic
23.85928,23.8607,0.0014200000000030855,5395.428247295145,bench_jge_symbolic
24.06136,24.0628,0.0014399999999987756,5456.437002863084,bench_jge_symbolic
24.26346,24.26488,0.0014200000000030855,5403.026521682738,bench_jge_symbolic
24.46554,24.46698,0.0014399999999987756,5480.3201975257525,bench_jge_symbolic
24.66764,24.66906,0.0014200000000030855,5401.811224885294,bench_jge_symbolic
24.86974,24.87116,0.0014199999999995327,5392.946898935421,bench_jge_symbolic
25.07182,25.07324,0.0014199999999995327,5409.03184097024,bench_jge_symbolic
25.2739,25.27532,0.0014199999999995327,5386.393782681223,bench_jge_symbolic
25.476,25.47742,0.0014199999999995327,5381.817857267026,bench_jge_symbolic
25.67808,25.6795,0.0014199999999995327,5384.862537028895,bench_jge_symbolic
25.88018,25.8816,0.0014199999999995327,5396.493352016206,bench_jge_symbolic
26.08226,26.08368,0.0014199999999995327,5393.800768068749,bench_jge_symbolic
26.28436,26.28578,0.0014199999999995327,5404.423023572059,bench_jge_symbolic
26.48644,26.48788,0.0014399999999987756,5455.016111950937,bench_jge_symbolic
26.68854,26.68996,0.0014199999999995327,5406.469057777729,bench_jge_symbolic
26.89062,26.89206,0.0014400000000023283,5468.447315514807,bench_jge_symbolic
27.09272,27.09414,0.0014199999999995327,5387.677301185187,bench_jge_symbolic
27.29482,27.29624,0.0014199999999995327,5481.132087296365,bench_jl_symbolic
27.49692,27.49834,0.0014199999999995327,5471.770514266376,bench_jl_symbolic
27.699,27.70044,0.0014399999999987756,5541.420946824962,bench_jl_symbolic
27.9011,27.90254,0.0014399999999987756,5532.145469910113,bench_jl_symbolic
28.1032,28.10464,0.0014399999999987756,5543.177528302559,bench_jl_symbolic
28.3053,28.30674,0.0014400000000023283,5552.337588751028,bench_jl_symbolic
28.5074,28.50882,0.0014199999999995327,5471.680257467764,bench_jl_symbolic
28.7095,28.71092,0.0014200000000030855,5473.688105132563,bench_jl_symbolic
28.9116,28.91302,0.0014199999999995327,5464.538412632402,bench_jl_symbolic
