t_start_s,t_end_s,duration_s,energy_nJ
9.84096,9.98384,0.1428799999999999,540509.5827463004
10.18408,10.32696,0.1428799999999999,540778.4420298341
10.52718,10.67006,0.1428799999999999,540502.4938378411
10.8703,11.01318,0.1428799999999999,540611.7537361496
11.2134,11.3563,0.14289999999999914,540757.3530054544
11.55652,11.69942,0.14289999999999914,540441.0940036072
11.89964,12.04252,0.1428799999999999,540170.9339371808
12.24276,12.38564,0.1428799999999999,540205.8322168807
12.58588,12.72876,0.1428799999999999,540067.8401417027
12.92898,13.07188,0.14290000000000092,540147.0266818036
13.2721,13.415,0.14289999999999914,540108.740429849
13.61522,13.75812,0.14289999999999914,540016.4247443788
13.95834,14.10122,0.1428799999999999,539990.2260978633
14.30146,14.44436,0.14289999999999914,540260.790840247
14.64458,14.78748,0.14290000000000092,540175.2661960166
14.9877,15.1306,0.14289999999999914,540154.5205735499
15.33082,15.47372,0.14290000000000092,540208.1076172148
15.67394,15.81682,0.1428799999999999,540082.3229993619
16.01706,16.15996,0.14290000000000092,540269.3125605546
16.3602,16.5031,0.14290000000000092,540140.473314094
16.70334,16.84624,0.14290000000000092,540169.2017656702
17.04646,17.18936,0.14290000000000092,540272.4315202767
17.3896,17.53248,0.14287999999999812,540098.7608916911
17.73274,17.87562,0.14288000000000167,540191.312453242
18.07586,18.21876,0.14290000000000092,540161.0357360889
18.419,18.5619,0.14290000000000092,540288.353848733
18.76212,18.90502,0.14290000000000092,540291.2296401298
19.10526,19.24816,0.14289999999999736,540207.3481981471
19.4484,19.5913,0.14290000000000092,540332.4128175123
19.79154,19.93442,0.14287999999999812,540068.3208228877
20.13468,20.27756,0.14288000000000167,540310.9350125305
20.4778,20.62068,0.14288000000000167,540139.4745754082
20.82092,20.9638,0.14287999999999812,540278.422532123
21.16404,21.30694,0.14290000000000092,540291.9147815511
21.50718,21.65006,0.14287999999999812,540154.2645692686
21.85028,21.99318,0.14289999999999736,540334.5069195888
22.1934,22.3363,0.14290000000000092,540221.3822049047
22.53652,22.67942,0.14290000000000092,540493.4247140747
22.87964,23.02254,0.14290000000000092,540304.2822587276
23.22278,23.36566,0.14287999999999812,540445.856822175
23.5659,23.70878,0.14288000000000167,540347.1385501315
23.90902,24.0519,0.14287999999999812,540426.3052809826
24.25214,24.39502,0.14287999999999812,540485.2717951721
24.59524,24.73812,0.14287999999999812,540431.1841865856
24.93836,25.08124,0.14288000000000167,540516.7506681753
25.28148,25.42436,0.14288000000000167,540472.6943792774
25.6246,25.7675,0.14289999999999736,540692.6970090538
25.96774,26.11062,0.14288000000000167,540481.3397536044
26.31086,26.45374,0.14287999999999812,540606.0562934582
26.65398,26.79686,0.14287999999999812,540532.4354255418
26.9971,27.13998,0.14288000000000167,540668.5747648586
27.34022,27.48312,0.14290000000000092,540688.9786501395
27.68336,27.82624,0.14287999999999812,540611.486071707
28.02648,28.16936,0.14288000000000167,540695.7858195526
28.3696,28.5125,0.14290000000000092,540641.5059394186
28.71274,28.85564,0.14290000000000092,540731.2772818796
29.05588,29.19878,0.14290000000000092,540602.7335487282
29.399,29.5419,0.14289999999999736,540842.5565808836
29.74212,29.88502,0.14290000000000092,540695.9061743661
30.08526,30.22814,0.14287999999999812,540662.9287381505
30.42838,30.57126,0.14287999999999812,540639.4703895656
30.7715,30.91438,0.14288000000000167,540671.5943641019
31.11462,31.25752,0.14290000000000092,540796.1779669821
31.45776,31.60064,0.14287999999999812,540646.2850607783
31.80088,31.94376,0.14288000000000167,540807.9636911851
32.14398,32.28686,0.14287999999999812,540655.9195578867
32.4871,32.62998,0.14288000000000523,540838.3478177843
32.83022,32.97312,0.14290000000000447,540794.0190425266
33.17334,33.31624,0.14289999999999736,540919.0743253361
33.51648,33.65936,0.14287999999999812,540749.4554994473
33.8596,34.00248,0.14287999999999812,540803.0957239519
34.20272,34.3456,0.14287999999999812,540889.1866216303
34.54584,34.68874,0.14290000000000447,540909.1754024938
34.888980000000004,35.03186,0.14287999999999812,540977.5464911807
35.2321,35.375,0.14289999999999736,540874.0163617607
35.57524,35.71814,0.14289999999999736,541064.0946519362
35.91838,36.06126,0.14287999999999812,540864.1474926702
36.2615,36.40438,0.14288000000000523,541039.2151703256
36.60462,36.7475,0.14288000000000523,540845.5317071783
36.94774,37.09064,0.14289999999999736,540925.5404374376
37.29088,37.43376,0.14287999999999812,540938.2828837086
37.634,37.77688,0.14287999999999812,540906.8404789888
37.97712,38.12002,0.14289999999999736,541153.3424630585
38.32026,38.46314,0.14288000000000523,540957.7170573337
38.66338,38.80626,0.14288000000000523,541116.2435682649
39.0065,39.1494,0.14289999999999736,541032.2257829612
39.34964,39.49252,0.14287999999999812,541020.4287012882
39.69276,39.83566,0.14289999999999736,541080.9045191675
40.0359,40.1788,0.14290000000000447,541086.7554252169
40.37904,40.52194,0.14289999999999736,541100.5962150937
40.72218,40.86508,0.14289999999999736,541126.7240601396
41.06532,41.2082,0.14287999999999812,541056.452603068
41.40844,41.55134,0.14290000000000447,541038.7149686096
41.75158,41.89448,0.14290000000000447,541221.8236574092
42.09472,42.2376,0.14287999999999812,541069.7437566575
42.43784,42.58072,0.14287999999999812,541215.0798993944
42.78096,42.92384,0.14287999999999812,541042.4226103213
43.12408,43.26698,0.14289999999999736,541181.8172922189
43.46722,43.6101,0.14288000000000523,541020.7117768156
43.81034,43.95324,0.14290000000000447,541239.8160575079
