"Timestamp","Value"
0.919900,9.1094460804015407e-10
0.919920,9.1603963648796919e-10
0.919940,9.2109435289684277e-10
0.919960,9.2620959977567619e-10
0.919980,9.3144419079180819e-10
0.920000,9.3660440211856941e-10
0.920020,9.4185998831461707e-10
0.920040,9.4706928357481965e-10
0.920060,9.5230174516068989e-10
0.920080,9.5768108149059125e-10
0.920100,9.630908862972218e-10
0.920120,9.6856394957285389e-10
0.920140,9.7411544831831838e-10
0.920160,9.7979370976746502e-10
0.920180,9.8546632960076551e-10
0.920200,9.9099599271236609e-10
0.920220,9.9642654434622587e-10
0.920240,1.0020298666657052e-09
0.920260,1.007357055722322e-09
0.920280,1.0126915197664252e-09
0.920300,1.0180081706494094e-09
0.920320,1.0233696307598925e-09
0.920340,1.0287103010341525e-09
0.920360,1.0340007639671158e-09
0.920380,1.0392240782190736e-09
0.920400,1.0444302134500402e-09
0.920420,1.0496731223409168e-09
0.920440,1.0549235953173291e-09
0.920460,1.0602428073373935e-09
0.920480,1.0656728351023049e-09
0.920500,1.0710135364206508e-09
0.920520,1.0763680966596845e-09
0.920540,1.0818703588382859e-09
0.920560,1.0873625459175351e-09
0.920580,1.092877975315787e-09
0.920600,1.0984240581617794e-09
0.920620,1.1040475546097797e-09
0.920640,1.1096685080297498e-09
0.920660,1.1153285440135126e-09
0.920680,1.121003098281411e-09
0.920700,1.126688204951481e-09
0.920720,1.1324255723997745e-09
0.920740,1.1382681792989996e-09
0.920760,1.1439450178942127e-09
0.920780,1.1496494423934362e-09
0.920800,1.1552440439118073e-09
0.920820,1.1608511975888785e-09
0.920840,1.1663673668711757e-09
0.920860,1.1718633568509379e-09
0.920880,1.1774208128271211e-09
0.920900,1.1829157350196815e-09
0.920920,1.1882966875823009e-09
0.920940,1.1936589519286323e-09
0.920960,1.1990480328677223e-09
0.920980,1.204706235956918e-09
0.921000,1.210088748808226e-09
0.921020,1.2153724117928909e-09
0.921040,1.2206265531454443e-09
0.921060,1.2259905068074458e-09
0.921080,1.2313494054574727e-09
0.921100,1.2368216758154127e-09
0.921120,1.2424231587728072e-09
0.921140,1.2481106403154425e-09
0.921160,1.2537397363404226e-09
0.921180,1.2593947561173183e-09
0.921200,1.2650326874184734e-09
0.921220,1.2706327352336505e-09
0.921240,1.2762900095872788e-09
0.921260,1.2818966057643088e-09
0.921280,1.2874173133039019e-09
0.921300,1.2928315405992584e-09
0.921320,1.2982060699464962e-09
0.921340,1.3035931061798087e-09
0.921360,1.3088246852728643e-09
0.921380,1.3140907058388824e-09
0.921400,1.3193790998128762e-09
0.921420,1.3246655515912508e-09
0.921440,1.3299008223435117e-09
0.921460,1.3351181030480398e-09
0.921480,1.3403986823201802e-09
0.921500,1.3455671381153581e-09
0.921520,1.3506792925505176e-09
0.921540,1.3558096970276286e-09
0.921560,1.360850349495498e-09
0.921580,1.3659184523728781e-09
0.921600,1.3709714904608619e-09
0.921620,1.3759983538572368e-09
0.921640,1.3811245968099684e-09
0.921660,1.3863364810175782e-09
0.921680,1.3916316526269335e-09
0.921700,1.3969744581522214e-09
0.921720,1.4024172838415125e-09
0.921740,1.4079627154084545e-09
0.921760,1.4135117377413231e-09
0.921780,1.4190330480535825e-09
0.921800,1.4245932591923824e-09
0.921820,1.4301793856753245e-09
0.921840,1.4357301393627293e-09
0.921860,1.4412771716403465e-09
0.921880,1.4467143809371112e-09
0.921900,1.452076628467896e-09
0.921920,1.4573483323652505e-09
0.921940,1.462611527919459e-09
0.921960,1.4678880100190227e-09
0.921980,1.473196935775276e-09
0.922000,1.4783546360882207e-09
0.922020,1.4835441255450457e-09
0.922040,1.4887147036562158e-09
0.922060,1.4939308483412283e-09
0.922080,1.4992864686064423e-09
0.922100,1.5046965366410506e-09
0.922120,1.5101189634555746e-09
0.922140,1.5154489888421571e-09
0.922160,1.5207319455738698e-09
0.922180,1.5260057928066495e-09
0.922200,1.5313380006571404e-09
0.922220,1.5367294196039439e-09
0.922240,1.5421249518921185e-09
0.922260,1.5474875166546555e-09
0.922280,1.5528196947545641e-09
0.922300,1.5580788261205372e-09
0.922320,1.5634047426930112e-09
0.922340,1.5688101748108037e-09
0.922360,1.5742514275997464e-09
0.922380,1.5796476030825742e-09
0.922400,1.5850876593807092e-09
0.922420,1.5905650953451794e-09
0.922440,1.5960062963939791e-09
0.922460,1.6015079085870336e-09
0.922480,1.6070033915133941e-09
0.922500,1.6124230198329316e-09
0.922520,1.6178759684812071e-09
0.922540,1.6233260416710336e-09
0.922560,1.62872468548206e-09
0.922580,1.6340941957120475e-09
0.922600,1.6394176840549336e-09
0.922620,1.6448134300945743e-09
0.922640,1.650303416277489e-09
0.922660,1.6558584437007086e-09
0.922680,1.6614421448644459e-09
0.922700,1.6669621435640795e-09
0.922720,1.6725125978054065e-09
0.922740,1.6780735766385787e-09
0.922760,1.683525169048355e-09
0.922780,1.6889617606971622e-09
0.922800,1.6943806025665254e-09
0.922820,1.6997656406601892e-09
0.922840,1.7050890387812009e-09
0.922860,1.7104295839089901e-09
0.922880,1.7158158427466537e-09
0.922900,1.7211955202381231e-09
0.922920,1.7265486977218342e-09
0.922940,1.7318995165017745e-09
0.922960,1.7374127353024154e-09
0.922980,1.7429565558106535e-09
0.923000,1.748459504192902e-09
0.923020,1.7538713566156934e-09
0.923040,1.7592177289770918e-09
0.923060,1.7645282884283613e-09
0.923080,1.7698458764546862e-09
0.923100,1.7750929452530628e-09
0.923120,1.7803538817032758e-09
0.923140,1.7856344506273875e-09
0.923160,1.7909653837301046e-09
0.923180,1.7963486817380829e-09
0.923200,1.8017993408850292e-09
0.923220,1.807410100203318e-09
0.923240,1.8130891713857031e-09
0.923260,1.8186623136797508e-09
0.923280,1.8241995276184754e-09
0.923300,1.8296354033130532e-09
0.923320,1.8350291101443066e-09
0.923340,1.840446112651585e-09
0.923360,1.8458132583570358e-09
0.923380,1.8511699541704731e-09
0.923400,1.8565634883189989e-09
0.923420,1.8620088680311004e-09
0.923440,1.8674225200407413e-09
0.923460,1.8729379002858576e-09
0.923480,1.8782829762332969e-09
0.923500,1.8834287417121234e-09
0.923520,1.8885322901446168e-09
0.923540,1.8935731644483492e-09
0.923560,1.8987847750799526e-09
0.923580,1.90401242095201e-09
0.923600,1.9092422428204576e-09
0.923620,1.9144462906600289e-09
0.923640,1.9197010904059021e-09
0.923660,1.9250609342836675e-09
0.923680,1.9304155200693967e-09
0.923700,1.9357898431028137e-09
0.923720,1.9412544610935991e-09
0.923740,1.9465585400919536e-09
0.923760,1.9519313251496191e-09
0.923780,1.9572857822317426e-09
0.923800,1.9626462870898349e-09
0.923820,1.9679887152354546e-09
0.923840,1.9734079742597212e-09
0.923860,1.9788776071638698e-09
0.923880,1.9843420563524382e-09
0.923900,1.9897887030512923e-09
0.923920,1.9951065578627296e-09
0.923940,2.0004080763707561e-09
0.923960,2.0058126541294367e-09
0.923980,2.0111007903728428e-09
0.924000,2.0163931033392955e-09
0.924020,2.0217439272932504e-09
0.924040,2.0270611641333541e-09
0.924060,2.0323980602875559e-09
0.924080,2.0376874133944511e-09
0.924100,2.0430145225772221e-09
0.924120,2.0483590478155143e-09
0.924140,2.0537435817661594e-09
0.924160,2.0591573463106117e-09
0.924180,2.0646848188739064e-09
0.924200,2.070411557603317e-09
0.924220,2.0761070213565189e-09
0.924240,2.0817539185777099e-09
0.924260,2.0873741379344008e-09
0.924280,2.0928763606611434e-09
0.924300,2.0983040258417734e-09
0.924320,2.1036316740921596e-09
0.924340,2.1089060985509102e-09
0.924360,2.1141581787055151e-09
0.924380,2.1194874606509179e-09
0.924400,2.1248834744457986e-09
0.924420,2.1303247214139752e-09
0.924440,2.1357723013756591e-09
0.924460,2.1413554107615105e-09
0.924480,2.146844440398531e-09
0.924500,2.1523539423166464e-09
0.924520,2.1578517263858684e-09
0.924540,2.1633189152150105e-09
0.924560,2.1687919125219603e-09
0.924580,2.174176477193315e-09
0.924600,2.1795490950656436e-09
0.924620,2.1848830407381887e-09
0.924640,2.1902448898698722e-09
0.924660,2.1955901349429044e-09
0.924680,2.2009081417410117e-09
0.924700,2.2062858809173728e-09
0.924720,2.2116299938514004e-09
0.924740,2.21704152742556e-09
0.924760,2.2224608692340553e-09
0.924780,2.2278966576171418e-09
0.924800,2.2332760508612008e-09
0.924820,2.2387789947161866e-09
0.924840,2.2442654496343394e-09
0.924860,2.2496881212444149e-09
0.924880,2.2551119608882196e-09
0.924900,2.2605325939366597e-09
0.924920,2.2659912340006688e-09
0.924940,2.2714456973416317e-09
0.924960,2.2770052998869992e-09
0.924980,2.2824794031395061e-09
0.925000,2.288003579208938e-09
0.925020,2.2935177079893445e-09
0.925040,2.2988671275217915e-09
0.925060,2.3040877706888651e-09
0.925080,2.3093250589833287e-09
0.925100,2.314547272787119e-09
0.925120,2.3198182076965978e-09
0.925140,2.3250383806751215e-09
0.925160,2.3303150661781224e-09
0.925180,2.3356941884331823e-09
0.925200,2.3413461736506889e-09
0.925220,2.346852822099916e-09
0.925240,2.3524192679259512e-09
0.925260,2.3580695631810364e-09
0.925280,2.3636724133717103e-09
0.925300,2.369187346711341e-09
0.925320,2.3746410843967977e-09
0.925340,2.3800240916898477e-09
0.925360,2.3853201496725281e-09
0.925380,2.3906087784174209e-09
0.925400,2.3958200779614143e-09
0.925420,2.4009926137902465e-09
0.925440,2.4061316876516989e-09
0.925460,2.4113513642482253e-09
0.925480,2.4165805306337362e-09
0.925500,2.4218887921759031e-09
0.925520,2.4272812986358381e-09
0.925540,2.4325771742345145e-09
0.925560,2.4378007746741382e-09
0.925580,2.4431447427357654e-09
0.925600,2.4485353687648768e-09
0.925620,2.4539182098427168e-09
0.925640,2.4593038775492461e-09
0.925660,2.4646929643091023e-09
0.925680,2.4701411522174668e-09
0.925700,2.4757356457282894e-09
0.925720,2.4811144261750292e-09
0.925740,2.4864396639815016e-09
0.925760,2.4917595515338083e-09
0.925780,2.4970694981877591e-09
0.925800,2.5023675792100325e-09
0.925820,2.5076540571818544e-09
0.925840,2.5130090869626859e-09
0.925860,2.5182924336857268e-09
0.925880,2.523562568239868e-09
0.925900,2.5287937466701909e-09
0.925920,2.5341153190109052e-09
0.925940,2.5396445158144669e-09
0.925960,2.5451773570643533e-09
0.925980,2.5507734778026742e-09
0.926000,2.5564180066188179e-09
0.926020,2.5620535449383575e-09
0.926040,2.5675012206193061e-09
0.926060,2.57288561131443e-09
0.926080,2.5782584148045217e-09
0.926100,2.5836646097660479e-09
0.926120,2.5891036351418332e-09
0.926140,2.5945408780696907e-09
0.926160,2.6000510060435369e-09
0.926180,2.6056551290417298e-09
0.926200,2.6113750186697065e-09
0.926220,2.6169180081018973e-09
0.926240,2.6224999850253678e-09
0.926260,2.6279683929816305e-09
0.926280,2.6333437378828726e-09
0.926300,2.6386640600523812e-09
0.926320,2.6439794979523868e-09
0.926340,2.6492769535656812e-09
0.926360,2.6544468503238428e-09
0.926380,2.6596300265130898e-09
0.926400,2.6647951221093539e-09
0.926420,2.6699971055172177e-09
0.926440,2.6754329087755953e-09
0.926460,2.6807210337008454e-09
0.926480,2.6860318938916966e-09
0.926500,2.6914949422158922e-09
0.926520,2.6968929725828479e-09
0.926540,2.7023332339012996e-09
0.926560,2.7078228352669008e-09
0.926580,2.7132747374707833e-09
0.926600,2.7186264571759645e-09
0.926620,2.7239504389904647e-09
0.926640,2.7292218712520682e-09
0.926660,2.7345105892487081e-09
0.926680,2.7398983178298093e-09
0.926700,2.7454202871821411e-09
0.926720,2.7507962584624896e-09
0.926740,2.7561119922514387e-09
0.926760,2.7614571008598435e-09
0.926780,2.7668062888551507e-09
0.926800,2.7721918708670681e-09
0.926820,2.7776201110100376e-09
0.926840,2.7831148243017704e-09
0.926860,2.7885945355390304e-09
0.926880,2.7940149098867554e-09
0.926900,2.7993990373539017e-09
0.926920,2.8048254368412827e-09
0.926940,2.8103141042973022e-09
0.926960,2.8157182995023001e-09
0.926980,2.8210416429727857e-09
0.927000,2.8263959354565792e-09
0.927020,2.8316748674519156e-09
0.927040,2.8369531222981299e-09
0.927060,2.8421246934966704e-09
0.927080,2.8472772456653834e-09
0.927100,2.8524760325025356e-09
0.927120,2.8575851181004612e-09
0.927140,2.8626646235352384e-09
0.927160,2.8676470693123218e-09
0.927180,2.8726676013320687e-09
0.927200,2.8778552743864971e-09
0.927220,2.8829978856568538e-09
0.927240,2.888197297902985e-09
0.927260,2.8933931640090629e-09
0.927280,2.8986245894985689e-09
0.927300,2.9038995624028356e-09
0.927320,2.90915337132497e-09
0.927340,2.9143653622466244e-09
0.927360,2.9195640624190373e-09
0.927380,2.9246842909035171e-09
0.927400,2.9298858600668613e-09
0.927420,2.9350709936503943e-09
0.927440,2.940374538755148e-09
0.927460,2.9456950998994421e-09
0.927480,2.9509734779518723e-09
0.927500,2.9562413682773089e-09
0.927520,2.9614822563922242e-09
0.927540,2.9667116743641803e-09
0.927560,2.9719135701371775e-09
0.927580,2.9770611950273938e-09
0.927600,2.9822403920762656e-09
0.927620,2.9873734556733531e-09
0.927640,2.9924461527520584e-09
0.927660,2.9974807060271917e-09
0.927680,3.0025943741849109e-09
0.927700,3.0077569296635275e-09
0.927720,3.0128069396596405e-09
0.927740,3.0177902818347021e-09
0.927760,3.0228125594375243e-09
0.927780,3.0278376973001286e-09
0.927800,3.0328525912611643e-09
0.927820,3.0379909119801598e-09
0.927840,3.0432486133779298e-09
0.927860,3.0486068196801679e-09
0.927880,3.0539705042934252e-09
0.927900,3.0593569603903843e-09
0.927920,3.0647780154443658e-09
0.927940,3.0702431062107079e-09
0.927960,3.0756011902768579e-09
0.927980,3.0809832465214037e-09
0.928000,3.0862812770970375e-09
0.928020,3.0915365515587234e-09
0.928040,3.0968508751053985e-09
0.928060,3.1022463889611471e-09
0.928080,3.1076352296319483e-09
0.928100,3.113058480084874e-09
0.928120,3.1185145441365121e-09
0.928140,3.1240083655575291e-09
0.928160,3.1295342050725595e-09
0.928180,3.1351827275809937e-09
0.928200,3.1406999206713714e-09
0.928220,3.1460025380106851e-09
0.928240,3.1511921710464072e-09
0.928260,3.1563338034579326e-09
0.928280,3.161488552319093e-09
0.928300,3.1666339540000385e-09
0.928320,3.1718065063210414e-09
0.928340,3.1769720876278979e-09
0.928360,3.1821608912044516e-09
0.928380,3.1875153861215545e-09
0.928400,3.193091960727341e-09
0.928420,3.1991884358123775e-09
0.928440,3.2061436873239776e-09
0.928460,3.2135934497798899e-09
0.928480,3.2217099784045588e-09
0.928500,3.2301736943837672e-09
0.928520,3.2388827465992011e-09
0.928540,3.2476424562951759e-09
0.928560,3.2565204413711198e-09
0.928580,3.2653497137491488e-09
0.928600,3.2741325900941674e-09
0.928620,3.2829683448653671e-09
0.928640,3.2932887267735273e-09
0.928660,3.3038610987003067e-09
0.928680,3.313961352169928e-09
0.928700,3.3228429991544951e-09
0.928720,3.3310233401910716e-09
0.928740,3.3383230562321845e-09
0.928760,3.3446397412464853e-09
0.928780,3.3499285927973689e-09
0.928800,3.3543827898231235e-09
0.928820,3.3581648571675438e-09
0.928840,3.362704220732364e-09
0.928860,3.3691204796519341e-09
0.928880,3.3771362559895758e-09
0.928900,3.3866110034675027e-09
0.928920,3.3975936572662452e-09
0.928940,3.4096980813450909e-09
0.928960,3.4227382854118737e-09
0.928980,3.436552029193586e-09
0.929000,3.4509206743678079e-09
0.929020,3.4658257057243546e-09
0.929040,3.4810677180454756e-09
0.929060,3.4965614073573511e-09
0.929080,3.5120921025130279e-09
0.929100,3.5276332155465047e-09
0.929120,3.5431349931362396e-09
0.929140,3.558604180903381e-09
0.929160,3.5740911452901655e-09
0.929180,3.5893323220079768e-09
0.929200,3.6044398267727555e-09
0.929220,3.6193941147454708e-09
0.929240,3.6340988845848997e-09
0.929260,3.6486912851816873e-09
0.929280,3.6631322022812031e-09
0.929300,3.6774314445210623e-09
0.929320,3.6916869404699864e-09
0.929340,3.7059377927410731e-09
0.929360,3.7201195033655196e-09
0.929380,3.7343895602841966e-09
0.929400,3.7485000311992034e-09
0.929420,3.7625235670323799e-09
0.929440,3.7764699001046312e-09
0.929460,3.7904312222963206e-09
0.929480,3.8043637705009641e-09
0.929500,3.8181484220937518e-09
0.929520,3.8318668540644774e-09
0.929540,3.8456081564719274e-09
0.929560,3.8592652711991429e-09
0.929580,3.8728773655344014e-09
0.929600,3.8864961330546073e-09
0.929620,3.9002922502630913e-09
0.929640,3.9140710901443124e-09
0.929660,3.9278510579606524e-09
0.929680,3.9416360976045127e-09
0.929700,3.955376481624424e-09
0.929720,3.969103574895093e-09
0.929740,3.9827938033138506e-09
0.929760,3.9964947548772525e-09
0.929780,4.0102229993661042e-09
0.929800,4.0239744738856751e-09
0.929820,4.0377635039880671e-09
0.929840,4.0517684935669728e-09
0.929860,4.0657409851620391e-09
0.929880,4.0797244223843641e-09
0.929900,4.0937104349723092e-09
0.929920,4.1077159626487024e-09
0.929940,4.1216977183163786e-09
0.929960,4.1358159968189693e-09
0.929980,4.1499604364313806e-09
0.930000,4.1640891431597999e-09
0.930020,4.1781829615097706e-09
0.930040,4.1922951049249004e-09
0.930060,4.2063707909417441e-09
0.930080,4.2206478638238172e-09
0.930100,4.23465276544448e-09
0.930120,4.2486031562374495e-09
0.930140,4.2626314211196993e-09
0.930160,4.2766122583998368e-09
0.930180,4.2905687946282949e-09
0.930200,4.3044669058872388e-09
0.930220,4.318404194782488e-09
0.930240,4.3323884934781947e-09
0.930260,4.3463631465177363e-09
0.930280,4.3603289377642795e-09
0.930300,4.3743633131574219e-09
0.930320,4.3883999819324045e-09
0.930340,4.4023522638276012e-09
0.930360,4.4162440317450095e-09
0.930380,4.4301639954533637e-09
0.930400,4.4440243700389858e-09
0.930420,4.457742716638475e-09
0.930440,4.4714758221137649e-09
0.930460,4.485255929628491e-09
0.930480,4.4990323881696288e-09
0.930500,4.5128369480759528e-09
0.930520,4.5265547475234296e-09
0.930540,4.5405133494770989e-09
0.930560,4.5543631871825913e-09
0.930580,4.5681848769567699e-09
0.930600,4.5820225195105501e-09
0.930620,4.5958871354943969e-09
0.930640,4.6098756173806682e-09
0.930660,4.6239220534011522e-09
0.930680,4.6378527273191139e-09
0.930700,4.6517728850530048e-09
0.930720,4.665665039727982e-09
0.930740,4.6795091148750444e-09
0.930760,4.6935000893427059e-09
0.930780,4.7075789379757937e-09
0.930800,4.7215647604187123e-09
0.930820,4.7354738871541088e-09
0.930840,4.7494530713366761e-09
0.930860,4.7634771931269729e-09
0.930880,4.7774253202886843e-09
0.930900,4.7913586342474452e-09
0.930920,4.805283541726466e-09
0.930940,4.8191447790789734e-09
0.930960,4.8329215778115517e-09
0.930980,4.8467159578447335e-09
0.931000,4.8605396616039801e-09
0.931020,4.8742551637891064e-09
0.931040,4.8879674710203998e-09
0.931060,4.9017612650964621e-09
0.931080,4.9154720356455076e-09
0.931100,4.9291317166838182e-09
0.931120,4.942874007328e-09
0.931140,4.9567131374108923e-09
0.931160,4.9705673678545286e-09
0.931180,4.9844987234488758e-09
0.931200,4.9984779697196149e-09
0.931220,5.012566730470604e-09
0.931240,5.0265311764734287e-09
0.931260,5.0403890985762707e-09
0.931280,5.0543104450399478e-09
0.931300,5.0682024121569058e-09
0.931320,5.0821896277031759e-09
0.931340,5.0962399209513229e-09
0.931360,5.1102836018091898e-09
0.931380,5.1243811312209197e-09
0.931400,5.1384360306353001e-09
0.931420,5.1524797192541883e-09
0.931440,5.1665211222522582e-09
0.931460,5.1806339900293909e-09
0.931480,5.1946692902775896e-09
0.931500,5.2086009239752054e-09
0.931520,5.2225669972055283e-09
0.931540,5.2364992246212857e-09
0.931560,5.2504622516506869e-09
0.931580,5.2645405479577476e-09
0.931600,5.2787134834539353e-09
0.931620,5.2928331460053517e-09
0.931640,5.3069760463485086e-09
0.931660,5.3210984976936344e-09
0.931680,5.3352708976793421e-09
0.931700,5.3494827391760841e-09
0.931720,5.3636761223767992e-09
0.931740,5.3778611508379181e-09
0.931760,5.3919632282082199e-09
0.931780,5.4059441974257223e-09
0.931800,5.4198584955884145e-09
0.931820,5.4337813114721537e-09
0.931840,5.4476722722433308e-09
0.931860,5.4615186019671256e-09
0.931880,5.4753574474792308e-09
0.931900,5.489140161403662e-09
0.931920,5.5030511688932571e-09
0.931940,5.5169140929744273e-09
0.931960,5.5306981146309736e-09
0.931980,5.5444091826858413e-09
0.932000,5.558081137779583e-09
0.932020,5.5718014142864073e-09
0.932040,5.5854632089095612e-09
0.932060,5.5991805310542179e-09
0.932080,5.6129846602238511e-09
0.932100,5.6266805024481283e-09
0.932120,5.6403003008906834e-09
0.932140,5.6540329355306716e-09
0.932160,5.667874521976855e-09
0.932180,5.6816754898237486e-09
0.932200,5.6956092862593427e-09
0.932220,5.7095460228285657e-09
0.932240,5.7234617942918302e-09
0.932260,5.7373262291851771e-09
0.932280,5.751264080754482e-09
0.932300,5.7651626654357341e-09
0.932320,5.7789789069728512e-09
0.932340,5.7928216963773596e-09
0.932360,5.8065618229900595e-09
0.932380,5.8203550207609728e-09
0.932400,5.834148631159527e-09
0.932420,5.8478178142751053e-09
0.932440,5.8615824799441424e-09
0.932460,5.8753316002872049e-09
0.932480,5.8890882617561149e-09
0.932500,5.9029496271654762e-09
0.932520,5.9167988271737059e-09
0.932540,5.9307696941282813e-09
0.932560,5.9447202297936508e-09
0.932580,5.9586590256205657e-09
0.932600,5.9726526194329691e-09
0.932620,5.9868185092151793e-09
0.932640,6.0008771261588366e-09
0.932660,6.0148510781194401e-09
0.932680,6.0288651455064412e-09
0.932700,6.042915970384558e-09
0.932720,6.0569112729151842e-09
0.932740,6.0708644602628845e-09
0.932760,6.0848269388467696e-09
0.932780,6.0988829713702827e-09
0.932800,6.1128928490992016e-09
0.932820,6.1268934433529569e-09
0.932840,6.140855096681561e-09
0.932860,6.1548931624404054e-09
0.932880,6.1688314214633365e-09
0.932900,6.1827171926981672e-09
0.932920,6.1966009447739153e-09
0.932940,6.2104221468972459e-09
0.932960,6.2242104668661747e-09
0.932980,6.2380021667599473e-09
0.933000,6.2517995748850001e-09
0.933020,6.2655841734441418e-09
0.933040,6.2793499735158145e-09
