t_start_s,t_end_s,duration_s,energy_nJ
9.8234,9.96628,0.1428799999999999,406685.3322391326
10.16648,10.30934,0.14286000000000065,406589.99644452176
10.50954,10.65242,0.1428799999999999,406518.0869260734
10.85262,10.99548,0.14286000000000065,406461.4177006242
11.19568,11.33856,0.1428799999999999,406567.23178456776
11.53876,11.68162,0.14286000000000065,406446.0223843289
11.88182,12.0247,0.1428799999999999,406462.41745910875
12.2249,12.36776,0.14286000000000065,406319.35765966243
12.56796,12.71082,0.14286000000000065,406131.24470924464
12.91104,13.0539,0.14286000000000065,406190.180561966
13.2541,13.39696,0.14286000000000065,406434.7297884477
13.59714,13.74,0.14286000000000065,406317.7123293231
13.9402,14.08306,0.14285999999999888,405751.54555261927
14.28326,14.42612,0.14285999999999888,405309.1402794136
14.62632,14.76918,0.14286000000000065,403446.601657192
14.96938,15.11222,0.1428400000000014,403688.51126171375
15.31242,15.45528,0.14286000000000065,402993.3723341626
15.65548,15.79834,0.14285999999999888,404791.6874289402
15.99852,16.14138,0.14286000000000243,405066.68774178316
16.34158,16.48444,0.14285999999999888,403962.07931683393
16.68464,16.8275,0.14285999999999888,405181.7327970518
17.0277,17.17056,0.14285999999999888,406878.5588699286
17.37076,17.51362,0.14285999999999888,407653.5828900421
17.71382,17.85668,0.14286000000000243,407695.7183447667
18.05688,18.19974,0.14285999999999888,407392.3084698501
18.39994,18.5428,0.14285999999999888,407519.4960413386
18.743,18.88586,0.14286000000000243,407496.0013316029
19.08606,19.22892,0.14285999999999888,406041.23306459736
19.42912,19.57198,0.14285999999999888,406861.4160618636
19.77218,19.91506,0.14288000000000167,407370.33090088423
20.11526,20.25812,0.14286000000000243,406887.59177224647
20.45832,20.60118,0.14285999999999888,406835.58329938777
20.80138,20.94424,0.14285999999999888,406780.24810737703
21.14444,21.28732,0.14288000000000167,406745.135062372
21.48752,21.63038,0.14285999999999888,406546.0138232345
21.83058,21.97344,0.14285999999999888,406530.4884081598
22.17364,22.3165,0.14286000000000243,406466.14419529337
22.51672,22.65958,0.14285999999999888,406390.1753816661
22.85976,23.00262,0.14285999999999888,406396.167499468
23.20282,23.34568,0.14286000000000243,406322.11712189036
23.54588,23.68874,0.14285999999999888,406339.65201907716
23.88892,24.03178,0.14286000000000243,406311.95698166394
24.23196,24.37482,0.14285999999999888,406216.513712413
24.57502,24.71788,0.14286000000000243,406163.7417296874
24.91806,25.06092,0.14285999999999888,406168.0739745377
25.26112,25.40398,0.14286000000000243,406061.5705745294
25.60416,25.74702,0.14285999999999888,406027.68122450425
25.94722,26.09008,0.14285999999999888,405960.43126190937
26.29028,26.43314,0.14286000000000243,405941.19622837787
26.63334,26.7762,0.14285999999999888,405925.76079302403
26.9764,27.11926,0.14285999999999888,405946.9122369663
27.31946,27.46232,0.14285999999999888,405924.12778175384
27.66252,27.80538,0.14285999999999888,405825.16233435646
28.00558,28.14844,0.14286000000000243,405794.3156780691
28.34864,28.4915,0.14285999999999888,405901.65176660527
28.6917,28.83456,0.14285999999999888,405834.9422132487
29.03476,29.17762,0.14286000000000243,405838.220426814
29.3778,29.52066,0.14285999999999888,405827.94468616
29.72086,29.86372,0.14286000000000243,405786.7066352644
30.0639,30.20676,0.14285999999999888,405819.56128588726
30.40696,30.54982,0.14285999999999888,405771.9808095006
30.75002,30.89288,0.14286000000000243,405793.87542093126
31.09308,31.23594,0.14285999999999888,405773.81595502445
31.43614,31.579,0.14285999999999888,405700.654864765
31.77918,31.92204,0.14285999999999888,405753.5458239617
32.12222,32.26508,0.14285999999999888,405815.77650503616
32.46528,32.60814,0.14285999999999888,405794.68325245025
32.80834,32.9512,0.14285999999999888,405766.3677446454
33.1514,33.29424,0.14283999999999963,405740.5267073689
33.49444,33.6373,0.14286000000000598,405817.7811908642
33.8375,33.98036,0.14285999999999888,405800.9629347251
34.18056,34.32342,0.14285999999999888,405813.32247004454
34.52362,34.66646,0.14283999999999963,405791.0308940259
34.86666,35.00952,0.14285999999999888,405795.3547057595
35.20972,35.35258,0.14286000000000598,405795.2376618162
35.55278,35.69564,0.14285999999999888,405848.467207968
35.89584,36.0387,0.14285999999999888,405840.51220443856
36.2389,36.38176,0.14285999999999888,405828.2104739827
36.58196,36.72482,0.14285999999999888,405867.8372157642
36.92502,37.06788,0.14285999999999888,406171.1245169747
37.26806,37.41092,0.14285999999999888,406039.8538480441
37.61112,37.75398,0.14285999999999888,405887.98540875694
37.95418,38.09704,0.14285999999999888,405836.2415642393
38.29724,38.44008,0.14283999999999963,405820.51361677586
38.64028,38.78314,0.14286000000000598,405935.60586684686
38.98334,39.1262,0.14285999999999888,405976.47756803076
39.32638,39.46924,0.14285999999999888,406015.5408270533
39.66944,39.8123,0.14285999999999888,406005.56093266833
40.01252,40.15538,0.14285999999999888,406029.2279370953
40.35558,40.49842,0.14283999999999963,405968.78273178794
40.69862,40.84148,0.14285999999999888,406091.4508160097
41.04168,41.18454,0.14285999999999888,406100.9750398722
41.38474,41.52758,0.14283999999999963,406058.1398429256
41.72778,41.87064,0.14285999999999888,406169.7964277013
42.07084,42.2137,0.14286000000000598,406161.4252417476
42.41388,42.55674,0.14285999999999888,406225.0704341473
42.75692,42.89978,0.14285999999999888,406169.71164242126
43.09998,43.24282,0.14283999999999963,406061.54614593077
43.44302,43.58588,0.14286000000000598,406172.18172178714
43.78608,43.92894,0.14285999999999888,406168.558560302
